Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Marcel-Johann;Marcel-Johann;1;9418;-;-
Marcel-Johannes;Marcel-Johannes;1;9418;-;-
Marcel-Julian;Marcel-Julian;1;9418;-;-
Marcel-Jürgen;Marcel-Jürgen;1;9418;1;1791
Marcell;Marcel;286;348;14;346
Marcell-Alexander;Marcell-Alexander;1;9418;-;-
Marcelle;Marcelle;2;6465;-;-
Marcel-Leon;Marcel-Leon;2;6465;-;-
Marcellino;Marcellino;13;2212;1;1791
Marcellinus;Marcellino;2;6465;-;-
Marcellni;Marcellni;1;9418;-;-
Marcello;Marcel;169;466;1;1791
Marcello-Leon;Marcello-Leon;1;9418;-;-
Marcello-Ozan;Marcello-Ozan;1;9418;-;-
Marcell-Ricardo;Marcell-Ricardo;1;9418;-;-
Marcel-Luca;Marcel-Luca;3;5161;-;-
Marcel-Ludwig;Marcel-Ludwig;1;9418;-;-
Marcel-Lukas;Marcel-Lukas;2;6465;-;-
Marcellus;Marcellus;5;3825;-;-
Marcel-Manfred;Marcel-Manfred;1;9418;-;-
Marcel-Mario;Marcel-Mario;1;9418;-;-
Marcel-Martin;Marcel-Martin;1;9418;-;-
Marcel-Matthias;Marcel-Matthias;1;9418;-;-
Marcel-Mauricio;Marcel-Mauricio;1;9418;-;-
Marcel-Maximilian;Marcel-Maximilian;2;6465;-;-
Marcel-Mei-Luo;Marcel-Mei-Luo;1;9418;-;-
Marcel-Modest;Marcel-Modest;1;9418;-;-
Marcel-Moreno;Marcel-Moreno;1;9418;-;-
Marcel-Morice;Marcel-Morice;1;9418;-;-
Marcel-Nicola;Marcel-Nicola;1;9418;-;-
Marcel-Noel;Marcel-Noel;1;9418;-;-
Marcelo;Marcel;40;1130;6;637
Marcelo-Ernesto;Marcelo-Ernesto;1;9418;-;-
Marcelo-Giuseppe;Marcelo-Giuseppe;1;9418;-;-
Marcel-Patrick;Marcel-Patrick;1;9418;-;-
Marcel-Paul;Marcel-Paul;1;9418;-;-
Marcel-Peter;Marcel-Peter;1;9418;-;-
Marcel-Philip;Marcel-Philip;2;6465;-;-
Marcel-Philipp;Marcel-Philip;2;6465;-;-
Marcel-Philippe;Marcel-Philippe;1;9418;-;-
Marcel-Phillip;Marcel-Philip;1;9418;-;-
Marcel-Raphael;Marcel-Raphael;2;6465;-;-
Marcel-René;Marcel-René;1;9418;-;-
Marcel-Roland;Marcel-Roland;2;6465;-;-
Marcel-Sascha;Marcel-Sascha;1;9418;-;-
Marcel-Sebastian;Marcel-Sebastian;1;9418;-;-
Marcel-Simon;Marcel-Simon;1;9418;-;-
Marcel-Thor;Marcel-Thor;1;9418;-;-
Marcel-Vincent;Marcel-Vincent;1;9418;-;-
Marcel-Vinzenz;Marcel-Vinzenz;1;9418;-;-
Marcel-Wolfgang;Marcel-Wolfgang;2;6465;-;-
Marc-Emanuel;Marc-Emanuel;1;9418;-;-
Marc-Emilian;Marc-Emilian;1;9418;-;-
Marc-Eric;Marc-Eric;1;9418;-;-
Marces;Marces;2;6465;-;-
Marc-Ethan;Marc-Ethan;1;9418;-;-
Marc-Francis;Marc-Francis;1;9418;-;-
Marc-Frederic;Marc-Frederic;1;9418;-;-
Marc-Georg;Marc-Georg;1;9418;-;-
Marcgeritt;Marcgeritt;1;9418;-;-
Marc-Hannes;Marc-Hannes;1;9418;-;-
Marc-Heinz;Marc-Heinz;1;9418;-;-
Marchello;Marchello;3;5161;-;-
Marcial;Marcial;3;5161;-;-
Marc-Ian;Marc-Ian;1;9418;-;-
Marcián;Marcián;1;9418;1;1791
Marcian-Julius;Marcian-Julius;1;9418;-;-
Marciano;Marciano;1;9418;-;-
Marcien;Marcien;1;9418;-;-
Marcin;Marcin;2;6465;-;-
Marcio;Marcio;2;6465;-;-
Marc-Jeremy;Marc-Jeremy;1;9418;-;-
Marc-Joel;Marc-Joel;3;5161;-;-
Marc-Johannes;Marc-Johannes;1;9418;-;-
Marc-Josef;Marc-Josef;1;9418;-;-
Marc-Julian;Marc-Julian;3;5161;-;-
Marc-Julien;Marc-Julien;1;9418;-;-
Marc-Jürgen;Marc-Jürgen;1;9418;-;-
Marc-Justin;Marc-Justin;1;9418;-;-
Marc-Kevin;Marc-Kevin;5;3825;-;-
Marc-Kurt;Marc-Kurt;1;9418;-;-
Marc-Lennart;Marc-Lennart;1;9418;-;-
Marc-Leon;Marc-Leon;11;2451;-;-
Marc-Léon;Marc-Leon;1;9418;-;-
Marc-Lester;Marc-Lester;1;9418;-;-
Marc-Levy;Marc-Levy;1;9418;-;-
Marc-Liam;Marc-Liam;1;9418;-;-
Marc-Louis;Marc-Louis;1;9418;-;-
Marc-Luca;Marc-Luca;1;9418;-;-
Marc-Luis;Marc-Luis;1;9418;-;-
Marc-Lukas;Marc-Lukas;1;9418;-;-
Marc-Manfred;Marc-Manfred;1;9418;-;-
Marc-Manuel;Marc-Manuel;1;9418;-;-
Marc-Maurice;Marc-Maurice;1;9418;-;-
Marc-Michael;Marc-Michael;5;3825;-;-
Marc-Milan;Marc-Milan;1;9418;-;-
Marc-Noel;Marc-Noel;1;9418;-;-
Marco;Markus;8990;40;79;99
Marco-Alessandro;Marco-Alessandro;1;9418;-;-
Marco-Alessio;Marco-Alessio;1;9418;1;1791
Marco-Alexander;Marco-Alexander;3;5161;-;-
Marco-Antonio;Marco-Antonio;1;9418;-;-
Marco-Aurelio;Marco-Aurelio;1;9418;-;-
Marco-Benito;Marco-Benito;2;6465;-;-
Marco-Christian;Marco-Christian;2;6465;-;-
Marco-Christopher;Marco-Christopher;1;9418;-;-
Marco-Claudius;Marco-Claudius;1;9418;-;-
Marco-Diego;Marco-Diego;1;9418;-;-
Marco-Dominic;Marco-Dominic;1;9418;-;-
Marco-Elias;Marco-Elias;1;9418;-;-
Marco-Emanuel;Marco-Emanuel;1;9418;-;-
Marco-Fabian;Marco-Fabian;1;9418;-;-
Marco-Fabrice;Marco-Fabrice;1;9418;-;-
Marco-Gojko;Marco-Gojko;1;9418;1;1791
Marco-Helmut;Marco-Helmut;2;6465;-;-
Marco-Heribert;Marco-Heribert;1;9418;-;-
Marco-Ionut;Marco-Ionut;1;9418;-;-
Marco-Jan;Marco-Jan;1;9418;-;-
Marco-Josef;Marco-Josef;1;9418;-;-
Marc-Oliver;Marc-Oliver;6;3462;-;-
Marco-Manuel;Marco-Manuel;1;9418;-;-
Marco-Marcel;Marco-Marcel;3;5161;-;-
Marco-Maurice;Marco-Maurice;1;9418;-;-
Marco-Maximilian;Marco-Maximilian;1;9418;-;-
Marco-Michael;Marco-Michael;5;3825;-;-
Marco-Nino;Marco-Nino;1;9418;-;-
Marco-Noah;Marco-Noah;1;9418;-;-
Marco-Noel;Marco-Noel;1;9418;-;-
Marco-Norbert;Marco-Norbert;1;9418;-;-
Marco-Peter;Marco-Peter;1;9418;-;-
Marco-Philippe;Marco-Philippe;1;9418;-;-
Marco-René;Marco-René;2;6465;-;-
Marco-Rudolf;Marco-Rudolf;1;9418;-;-
Marcos;Markus;12;2317;1;1791
Marco-Sebastian;Marco-Sebastian;4;4360;-;-
Marco-Ulrich;Marco-Ulrich;1;9418;-;-
Marco-Valerio;Marco-Valerio;1;9418;-;-
Marco-Vincenzo;Marco-Vincenzo;1;9418;-;-
Marco-William;Marco-William;1;9418;-;-
Marc-Patrick;Marc-Patrick;1;9418;-;-
Marc-Paul;Marc-Paul;1;9418;-;-
Marc-Pepe;Marc-Pepe;1;9418;-;-
Marc-Peter;Marc-Peter;2;6465;-;-
Marc-Philip;Marc-Philipp;4;4360;-;-
Marc-Philipp;Marc-Philipp;10;2599;-;-
Marc-Philippe;Marc-Philippe;2;6465;-;-
Marc-Phillip;Marc-Philipp;2;6465;-;-
Marc-Phillipp;Marc-Phillipp;1;9418;-;-
Marc-Pierre;Marc-Pierre;1;9418;-;-
Marc-Rafael;Marc-Rafael;1;9418;-;-
Marc-Raphael;Marc-Raphael;1;9418;-;-
Marc-René;Marc-René;1;9418;-;-
Marc-Richard;Marc-Richard;1;9418;-;-
Marc-Ryan;Marc-Ryan;1;9418;-;-
Marc-Sebastian;Marc-Sebastian;1;9418;-;-
Marc-Stefan;Marc-Stefan;1;9418;-;-
Marc-Steve;Marc-Steve;1;9418;-;-
Marc-Terence;Marc-Terence;1;9418;-;-
Marc-Thomas;Marc-Thomas;1;9418;-;-
Marc-Tobias;Marc-Tobias;2;6465;-;-
Marcu;Marcu;2;6465;-;-
Marcus;Markus;1336;132;11;425
Marcus-Alexander;Markus-Alexander;1;9418;-;-
Marcus-Alexandru;Marcus-Alexandru;1;9418;-;-
Marcus-Christian;Marcus-Christian;1;9418;-;-
Marcus-Constantine;Marcus-Constantine;1;9418;-;-
Marcus-Dominic;Marcus-Dominic;1;9418;-;-
Marcus-Helmuth;Marcus-Helmuth;1;9418;-;-
Marcus-Iosif;Marcus-Iosif;1;9418;-;-
Marcus-Julius;Marcus-Julius;1;9418;-;-
Marcus-Lorenzo;Marcus-Lorenzo;1;9418;-;-
Marcus-Luis;Marcus-Luis;1;9418;1;1791
Marcus-Michael;Marcus-Michael;1;9418;-;-
Marcus-Nicolai;Marcus-Nicolai;1;9418;-;-
Marcus-Rene;Marcus-Rene;1;9418;-;-
Marcu-Stefan;Marcu-Stefan;1;9418;-;-
Marcus-Thomas;Marcus-Thomas;1;9418;-;-
Marc-Vivian;Marc-Vivian;1;9418;-;-
Marc-William;Marc-William;1;9418;-;-
Mardochai;Mardochai;1;9418;-;-
Mardy;Mardy;1;9418;-;-
Marek;Markus;28;1388;3;954
Maren;Maren;1;9418;-;-
Marfri-Jay;Marfri-Jay;1;9418;-;-
Margad;Margad;5;3825;-;-
Marian;Marian;437;263;15;333
Marián;Marian;3;5161;-;-
Marian-Angelo;Marian-Angelo;1;9418;-;-
Marian-Daniel;Marian-Daniel;1;9418;-;-
Mariano;Marian;15;2017;-;-
Maridul;Maridul;1;9418;-;-
Marijan;Marian;78;740;4;808
Marijan-Charly;Marijan-Charly;1;9418;-;-
Marijel;Marijel;1;9418;-;-
Marijn;Marijn;1;9418;-;-
Marijo;Mario;13;2212;-;-
Marik;Marik;2;6465;-;-
Marin;Marin;93;667;11;425
Marinko;Marinko;6;3462;-;-
Marino;Marin;48;1018;5;711
Marinos;Marinos;1;9418;-;-
Marinus;Marinus;13;2212;-;-
Mario;Mario;11659;33;76;102
Mário;Mario;1;9418;-;-
Mario-Alberto;Mario-Alberto;1;9418;-;-
Mario-Alexander;Mario-Alexander;2;6465;-;-
Mario-Andreas;Mario-Andreas;1;9418;-;-
Mario-Angelo;Mario-Angelo;1;9418;-;-
Mario-Antonio;Mario-Antonio;1;9418;-;-
Mario-Apoll;Mario-Apoll;1;9418;-;-
Mario-Budimir;Mario-Budimir;1;9418;-;-
Mario-Christian;Mario-Christian;2;6465;-;-
Mario-Cosme;Mario-Cosme;1;9418;-;-
Mario-Daniel;Mario-Daniel;2;6465;-;-
Mario-David;Mario-David;1;9418;-;-
Mario-Emanuel;Mario-Emanuel;2;6465;-;-
Mario-Ernst;Mario-Ernst;1;9418;-;-
Mario-Franz;Mario-Franz;1;9418;-;-
Mario-Gabriel;Mario-Gabriel;1;9418;-;-
Mario-Ioan;Mario-Ioan;1;9418;-;-
Mario-Josef;Mario-Josef;3;5161;-;-
Mario-Kurt;Mario-Kurt;1;9418;-;-
Mario-Leon;Mario-Leon;1;9418;-;-
Mario-Liviu;Mario-Liviu;1;9418;-;-
Mario-Lucas;Mario-Lucas;1;9418;-;-
Mario-Luis;Mario-Luis;1;9418;-;-
Mario-Manuel;Mario-Manuel;1;9418;-;-
Mario-Marcel;Mario-Marcel;1;9418;-;-
Mario-Marco;Mario-Marco;1;9418;1;1791
Mario-Matthias;Mario-Matthias;1;9418;-;-
Mario-Maximilian;Mario-Maximilian;1;9418;-;-
Mario-Michael;Mario-Michael;2;6465;-;-
Mario-Mohamed;Mario-Mohamed;1;9418;-;-
Marion;Marion;12;2317;-;-
Marion-Frank;Marion-Frank;1;9418;-;-
Mario-Pascal;Mario-Pascal;1;9418;-;-
Mario-Pavel;Mario-Pavel;1;9418;-;-
Mario-René;Mario-René;1;9418;-;-
Mario-Roman;Mario-Roman;1;9418;-;-
Mario-Ronald;Mario-Ronald;1;9418;-;-
Marios;Mario;9;2736;1;1791
Mario-Stefan;Mario-Stefan;2;6465;-;-
Mario-Stefano;Mario-Stefano;1;9418;-;-
Mario-Thomas;Mario-Thomas;1;9418;-;-
Mario-Valentin;Mario-Valentin;1;9418;-;-
Maris;Maris;11;2451;1;1791
Mariss;Mariss;2;6465;-;-
Marius;Mario;816;172;27;219
Marius-Adrian;Marius-Adrian;1;9418;-;-
Marius-Aleksander;Marius-Aleksander;1;9418;-;-
Marius-Alexander;Marius-Alexander;1;9418;-;-
Marius-Edmund;Marius-Edmund;1;9418;-;-
Marius-Georgel;Marius-Georgel;1;9418;-;-
Marius-Jannik;Marius-Jannik;1;9418;-;-
Marius-Leon;Marius-Leon;1;9418;-;-
Marius-Lukas;Marius-Lukas;1;9418;-;-
Marius-Marcell;Marius-Marcell;1;9418;-;-
Marius-Michael;Marius-Michael;1;9418;-;-
Marius-Nikolas;Marius-Nikolas;1;9418;-;-
Marius-Peter;Marius-Peter;1;9418;-;-
Marius-Petru;Marius-Petru;1;9418;-;-
Mariusz;Mario;3;5161;-;-
Mariyan;Mariyan;1;9418;-;-
Marjan;Marian;28;1388;-;-
Marjan-Marijo;Marjan-Marijo;1;9418;-;-
Marjun;Marjun;1;9418;-;-
Mark;Markus;1152;142;38;162
Márk;Markus;23;1551;5;711
Màrk;Markus;1;9418;-;-
Mark-Albert;Mark-Albert;1;9418;-;-
Mark-Andre;Marc-André;3;5161;-;-
Mark-André;Marc-André;2;6465;-;-
Mark-Andrei;Mark-Andrei;1;9418;1;1791
Mark-Angelo;Mark-Angelo;1;9418;-;-
Mark-Anthony;Mark-Anthony;1;9418;-;-
Mark-Aurel;Mark-Aurel;1;9418;-;-
Mark-Christopher;Mark-Christopher;2;6465;-;-
Mark-Danvinn;Mark-Danvinn;1;9418;-;-
Mark-Florian;Mark-Florian;1;9418;-;-
Mark-Gregor;Mark-Gregor;1;9418;-;-
Markian;Markian;2;6465;1;1791
Markijan;Markijan;1;9418;-;-
Markiyan;Markiyan;1;9418;-;-
Mark-Joel;Mark-Joel;1;9418;-;-
Mark-Josef;Mark-Josef;2;6465;-;-
Mark-Justin;Mark-Justin;1;9418;-;-
Mark-Kenneth;Mark-Kenneth;1;9418;-;-
Mark-Lennard;Mark-Lennard;1;9418;-;-
Mark-Leon;Mark-Leon;1;9418;-;-
Marklino;Marklino;1;9418;-;-
Mark-Mahendra;Mark-Mahendra;1;9418;-;-
Mark-Maria;Mark-Maria;1;9418;-;-
Mark-Michael;Marc-Michael;4;4360;-;-
Mark-Mihai;Mark-Mihai;1;9418;-;-
Marko;Markus;1638;119;69;107
Márkó;Markus;4;4360;-;-
Marko-Angelo;Marko-Angelo;1;9418;-;-
Marko-Blaž;Marko-Blaž;1;9418;-;-
Marko-Fabian;Marko-Fabian;1;9418;-;-
Mark-Oliver;Mark-Oliver;2;6465;-;-
Markos;Markos;3;5161;-;-
Marko-Stefan;Marko-Stefan;1;9418;-;-
Marko-Stojan;Marko-Stojan;1;9418;-;-
Mark-Patrick;Marc-Patrick;1;9418;-;-
Mark-Philipp;Marc-Philipp;2;6465;-;-
Mark-Richard;Marc-Richard;1;9418;-;-
Mark-Robin;Mark-Robin;1;9418;-;-
Mark-Sebastian;Mark-Sebastian;1;9418;-;-
Marktheodor;Marktheodor;1;9418;-;-
Markus;Markus;24078;11;87;94
Markus-Alexander;Markus-Alexander;2;6465;-;-
Markus-Alois;Markus-Alois;1;9418;-;-
Markus-Andreas;Markus-Andreas;1;9418;-;-
Markus-Andrei;Markus-Andrei;1;9418;-;-
Markus-Angelo;Markus-Angelo;1;9418;-;-
Markus-Anton;Markus-Anton;1;9418;-;-
Markus-Augustin;Markus-Augustin;1;9418;-;-
Markus-Christopher;Markus-Christopher;1;9418;-;-
Markus-Daniel;Markus-Daniel;1;9418;-;-
Markus-Diev;Markus-Diev;1;9418;-;-
Markus-Emanuele-Dominik;Markus-Emanuele-Dominik;1;9418;-;-
Markus-Ferdinand;Markus-Ferdinand;1;9418;-;-
Markus-Finias;Markus-Finias;1;9418;-;-
Markus-Florian;Markus-Florian;3;5161;-;-
Markus-Franz;Markus-Franz;1;9418;-;-
Markus-Friedrich;Markus-Friedrich;1;9418;-;-
Markus-Gerhard;Markus-Gerhard;1;9418;-;-
Markus-Gregor;Markus-Gregor;1;9418;-;-
Markus-Günter;Markus-Günter;1;9418;-;-
Markus-Johannes;Markus-Johannes;2;6465;-;-
Markus-Klaus;Markus-Klaus;1;9418;-;-
Markus-Konrad;Markus-Konrad;1;9418;-;-
Markus-Leopold;Markus-Leopold;1;9418;-;-
Markus-Luca;Markus-Luca;1;9418;-;-
Markus-Mario;Markus-Mario;1;9418;-;-
Markus-Matthias;Markus-Matthias;1;9418;-;-
Markus-Michael;Markus-Michael;1;9418;-;-
Markus-Nikolaus;Markus-Nikolaus;1;9418;-;-
Markus-Peter;Markus-Peter;2;6465;-;-
Markus-Raphael;Markus-Raphael;1;9418;-;-
Markus-Rene;Markus-Rene;1;9418;-;-
Markus-René;Markus-Rene;1;9418;-;-
Markus-Rudolf;Markus-Rudolf;1;9418;-;-
Markus-Stefan;Markus-Stefan;1;9418;-;-
Markus-Thomas;Marcus-Thomas;1;9418;-;-
Markus-Tobias;Markus-Tobias;1;9418;-;-
Markus-Walter;Markus-Walter;1;9418;-;-
Markus-Werner;Markus-Werner;1;9418;-;-
Markus-Wolfgang;Markus-Wolfgang;1;9418;-;-
Marleo;Marleo;1;9418;-;-
Marleon;Marleon;1;9418;-;-
Marley;Marley;19;1737;5;711
Marley-Benyamin;Marley-Benyamin;1;9418;-;-
Marlin;Marlin;39;1150;4;808
Marlind;Marlind;1;9418;-;-
Marlo;Marlo;19;1737;4;808
Marlon;Marlon;525;237;46;139
Marlon-Andre;Marlon-Andre;1;9418;-;-
Marlon-Elias;Marlon-Elias;1;9418;-;-
Marlon-Emilio;Marlon-Emilio;2;6465;1;1791
Marlon-Joel;Marlon-Joel;2;6465;1;1791
Marlon-Marcel;Marlon-Marcel;1;9418;-;-
Marlon-Mario;Marlon-Mario;1;9418;-;-
Marlon-Maurice;Marlon-Maurice;1;9418;-;-
Marlon-Miracle;Marlon-Miracle;1;9418;-;-
Marlon-Noel;Marlon-Noel;1;9418;-;-
Marlon-Raoul;Marlon-Raoul;1;9418;-;-
Marlow;Marlow;2;6465;1;1791
Marnerlos;Marnerlos;1;9418;-;-
Marnic;Marnic;1;9418;-;-
Marnick;Marnick;1;9418;-;-
Marnicq;Marnicq;1;9418;-;-
Marno;Marno;1;9418;-;-
Maro;Maro;9;2736;-;-
Maroan;Maroan;1;9418;-;-
Maroje;Maroje;2;6465;-;-
Maromino;Maromino;1;9418;-;-
Maron;Maron;2;6465;-;-
Maroof;Maroof;1;9418;-;-
Maroš;Maroš;1;9418;-;-
Marouan;Maruan;7;3148;-;-
Maroun;Maroun;1;9418;-;-
Marques;Marques;7;3148;1;1791
Marquise;Marquise;1;9418;-;-
Marrini;Marrini;1;9418;-;-
Marron;Marron;1;9418;-;-
Mars;Mario;2;6465;-;-
Marsad;Marsad;1;9418;-;-
Marsel;Marcel;44;1062;2;1237
Marsell;Marcel;5;3825;-;-
Marseyah;Marseyah;1;9418;-;-
Marshall;Marshall;2;6465;-;-
Marsio;Marsio;1;9418;-;-
Marson;Marson;2;6465;-;-
Marten;Marten;8;2934;1;1791
Martey;Martey;1;9418;-;-
Marthin;Marthin;1;9418;-;-
Marti;Marti;2;6465;-;-
Martial;Martial;1;9418;-;-
Martijn;Martin;1;9418;-;-
Martim;Martim;1;9418;-;-
Martin;Martin;21493;15;143;64
Martín;Martin;5;3825;1;1791
Martin-Alexander;Martin-Alexander;1;9418;-;-
Martin-Andreas;Martin-Andreas;1;9418;-;-
Martin-Benjamin;Martin-Benjamin;1;9418;-;-
Martin-Daniel;Martin-Daniel;1;9418;-;-
Martin-Dominik;Martin-Dominik;1;9418;-;-
Martin-Elias;Martin-Elias;1;9418;-;-
Martin-Erich;Martin-Erich;1;9418;-;-
Martin-Ernst;Martin-Ernst;1;9418;-;-
Martin-Gabriel;Martin-Gabriel;1;9418;-;-
Martin-Gerhard;Martin-Gerhard;1;9418;-;-
Martin-Harald;Martin-Harald;1;9418;-;-
Martin-Harley;Martin-Harley;1;9418;-;-
Martin-Ivo;Martin-Ivo;1;9418;-;-
Martin-Joel;Martin-Joel;1;9418;-;-
Martin-Johann;Martin-Johann;1;9418;-;-
Martin-Johannes;Martin-Johannes;2;6465;-;-
Martin-Josef;Martin-Josef;3;5161;-;-
Martin-Junior;Martin-Junior;1;9418;-;-
Martin-Louis;Martin-Louis;1;9418;-;-
Martin-Lucas;Martin-Lukas;1;9418;-;-
Martin-Lukas;Martin-Lukas;4;4360;-;-
Martin-Markus;Martin-Markus;1;9418;-;-
Martin-Mathias;Martin-Mathias;1;9418;-;-
Martin-Maurice;Martin-Maurice;1;9418;-;-
Martin-Michael;Martin-Michael;2;6465;-;-
Martino;Martin;14;2112;-;-
Martin-Patrick;Martin-Patrick;1;9418;-;-
Martin-Peter;Martin-Peter;1;9418;-;-
Martin-Renë;Martin-Renë;1;9418;-;-
Martins;Martins;2;6465;-;-
Martin-Sean;Martin-Sean;1;9418;-;-
Martin-Simon;Martin-Simon;1;9418;-;-
Martin-Stephan;Martin-Stephan;1;9418;-;-
Martinus;Martin;1;9418;-;-
Martin-Wilhelm;Martin-Wilhelm;1;9418;-;-
Martin-Wolfgang;Martin-Wolfgang;1;9418;-;-
Martiros;Martiros;1;9418;-;-
Martiya;Martiya;1;9418;-;-
Mart-Kevin;Mart-Kevin;1;9418;-;-
Marton;Martin;3;5161;-;-
Márton;Martin;17;1846;2;1237
Mártón;Martin;1;9418;-;-
Marton-Leon;Marton-Leon;1;9418;-;-
Marty;Marty;4;4360;1;1791
Martyn;Martin;1;9418;-;-
Maruan;Maruan;9;2736;-;-
Maruf;Maruf;2;6465;-;-
Marvel;Marvel;3;5161;-;-
Marvelious;Marvelious;1;9418;-;-
Marvellous;Marvellous;11;2451;3;954
Marvelous;Marvelous;9;2736;1;1791
Marven;Marven;3;5161;-;-
Marvie;Marvie;1;9418;-;-
Marvim;Marvim;1;9418;-;-
Marvin;Marvin;2609;90;54;126
Marvin-Andre;Marvin-Andre;1;9418;-;-
Marvin-Ben;Marvin-Ben;1;9418;-;-
Marvin-David;Marvin-David;1;9418;-;-
Marvin-Dominik;Marvin-Dominik;1;9418;1;1791
Marvin-Emilijan;Marvin-Emilijan;1;9418;-;-
Marvin-Florian;Marvin-Florian;1;9418;-;-
Marvin-Friedrich;Marvin-Friedrich;1;9418;-;-
Marvin-Georg;Marvin-Georg;1;9418;-;-
Marvin-Jan;Marvin-Jan;1;9418;-;-
Marvin-Joel;Marvin-Joel;2;6465;-;-
Marvin-Leon;Marvin-Leon;1;9418;-;-
Marvin-Léon;Marvin-Leon;1;9418;-;-
Marvin-Loi;Marvin-Loi;1;9418;-;-
Marvin-Lou;Marvin-Lou;1;9418;-;-
Marvin-Luca;Marvin-Luca;2;6465;-;-
Marvin-Lukas;Marvin-Lukas;1;9418;-;-
Marvin-Marcel;Marvin-Marcel;1;9418;-;-
Marvin-Maximilian;Marvin-Maximilian;1;9418;-;-
Marvin-Michael;Marvin-Michael;1;9418;-;-
Marvin-Niklas;Marvin-Niklas;1;9418;-;-
Marvin-Noah;Marvin-Noah;1;9418;-;-
Marvin-Noel;Marvin-Noel;1;9418;-;-
Marvin-Norbert;Marvin-Norbert;1;9418;-;-
Marvin-Pascal;Marvin-Pascal;1;9418;-;-
Marvin-Sebastian;Marvin-Sebastian;1;9418;-;-
Marvin-Stefan;Marvin-Stefan;1;9418;-;-
Marvis;Marvis;3;5161;-;-
Marvyn;Marvin;3;5161;-;-
Marwan;Marwan;39;1150;2;1237
Marwane;Marwane;1;9418;-;-
Marwat-Arman;Marwat-Arman;1;9418;-;-
Marwen;Marwen;3;5161;-;-
Marwin;Marvin;130;542;3;954
Marx;Marx;1;9418;-;-
Maryo;Maryo;1;9418;-;-
Maryo-Anggelo;Maryo-Anggelo;1;9418;-;-
Maryo-Gabryel;Maryo-Gabryel;1;9418;-;-
Maryson;Maryson;1;9418;-;-
Marzell;Marcel;4;4360;-;-
Marzio;Marzio;1;9418;-;-
Marzuq;Marzuq;1;9418;-;-
Masando;Masando;1;9418;-;-
Maschit;Maschit;1;9418;-;-
Mascud;Mascud;3;5161;-;-
Masen;Masen;1;9418;-;-
Masetto;Masetto;1;9418;-;-
Mashal;Mashal;1;9418;-;-
Mashrafi;Mashrafi;3;5161;-;-
Mashud;Mashud;1;9418;-;-
Mashuq;Mashuq;1;9418;-;-
Masiar;Masiar;1;9418;-;-
Masih;Masih;2;6465;1;1791
Masiha;Masiha;1;9418;-;-
Masihullah;Masihullah;2;6465;-;-
Masin;Masin;1;9418;-;-
Mason;Mason;24;1513;2;1237
Mason-Christopher;Mason-Christopher;1;9418;-;-
Masood;Mesut;1;9418;-;-
Masoud;Mesut;4;4360;1;1791
Masoud-Kerlos;Masoud-Kerlos;1;9418;1;1791
Masoum;Masoum;1;9418;-;-
Masror;Masror;1;9418;-;-
Masrur;Masrur;2;6465;-;-
Massamba;Massamba;1;9418;-;-
Masseo;Masseo;1;9418;-;-
Massi;Massi;2;6465;-;-
Massie;Massie;1;9418;-;-
Massimiliano;Maximilian;14;2112;-;-
Massimo;Maxim;94;663;3;954
Massimo-Matteo;Massimo-Matteo;1;9418;-;-
Massimo-Vincenzo;Massimo-Vincenzo;1;9418;1;1791
Massoud;Mesut;2;6465;-;-
Massrur;Massrur;1;9418;-;-
Massud;Mesut;5;3825;1;1791
Massy;Massy;1;9418;-;-
Masud;Mesut;7;3148;-;-
Masudi;Masudi;2;6465;1;1791
Masum;Masum;3;5161;-;-
Mata;Mata;1;9418;-;-
Matan;Matan;1;9418;-;-
Matar;Matar;1;9418;-;-
Matarr;Matarr;1;9418;-;-
Matas;Matas;2;6465;-;-
Matay;Matay;1;9418;-;-
Mate;Matteo;31;1303;3;954
Maté;Matteo;2;6465;-;-
Máté;Matteo;55;934;11;425
Mâtê;Matteo;1;9418;-;-
Matea;Matea;10;2599;3;954
Mateas;Mateas;3;5161;-;-
Mateeas;Mateeas;1;9418;-;-
Mateen;Mateen;3;5161;1;1791
Matei;Matteo;68;812;23;251
Matei-Alexandru;Matei-Alexandru;3;5161;2;1237
Matei-Antonio;Matei-Antonio;1;9418;1;1791
Mateias;Mateias;1;9418;-;-
Matei-Darius;Matei-Darius;1;9418;1;1791
Matei-Filip;Matei-Filip;1;9418;1;1791
Matei-Gabriel;Matei-Gabriel;1;9418;-;-
Matei-Mihai;Matei-Mihai;1;9418;-;-
Matei-Natan;Matei-Natan;1;9418;-;-
Matei-Petru;Matei-Petru;1;9418;-;-
Matei-Sebastian;Matei-Sebastian;1;9418;1;1791
Matei-Stefan;Matei-Stefan;1;9418;1;1791
Matej;Matteo;204;417;25;233
Matěj;Matteo;2;6465;-;-
Mateja;Matthias;139;523;4;808
Matej-Alin;Matej-Alin;1;9418;1;1791
Matej-Amil;Matej-Amil;1;9418;-;-
Matejas;Matejas;5;3825;-;-
Matejo;Matteo;6;3462;1;1791
Mateo;Matteo;976;154;136;67
Matéo;Matteo;4;4360;-;-
Mateo-Alexander;Mateo-Alexander;1;9418;-;-
Mateo-Antonio;Mateo-Antonio;1;9418;-;-
Mateo-Björn;Mateo-Björn;1;9418;-;-
