Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Olivera-Evangeline;Olivera-Evangeline;1;10439;-;-
Oliver-Sophie;Oliver-Sophie;1;10439;-;-
Olivette;Olivette;1;10439;1;1923
Olivia;Olivia;2293;126;219;38
Olívia;Olivia;12;2676;6;665
Olivia-Allegra;Olivia-Allegra;1;10439;-;-
Olivia-Chelsea;Olivia-Chelsea;1;10439;-;-
Olivia-Christin;Olivia-Christin;1;10439;-;-
Olivia-Elena;Olivia-Elena;1;10439;1;1923
Olivia-Eleni;Olivia-Eleni;1;10439;-;-
Olivia-Haylie;Olivia-Haylie;1;10439;-;-
Olivia-Maria;Olivia-Maria;2;7246;-;-
Olivia-Marie;Olivia-Marie;1;10439;-;-
Olivia-May;Olivia-May;1;10439;-;-
Olivia-Nina;Olivia-Nina;1;10439;-;-
Olivia-Sarina;Olivia-Sarina;1;10439;-;-
Olivia-Sophie;Olivia-Sophie;1;10439;-;-
Olivia-Tabea;Olivia-Tabea;1;10439;-;-
Olivia-Thao;Olivia-Thao;1;10439;-;-
Olivia-Yasmin;Olivia-Yasmin;1;10439;-;-
Olivija;Olivija;2;7246;-;-
Oliwia;Olivia;57;1071;9;520
Olja;Olja;2;7246;-;-
Olla;Olla;1;10439;-;-
Ollin;Ollin;1;10439;-;-
Olsa;Olsa;11;2831;3;1029
Olta;Olta;14;2464;1;1923
Oltiana;Oltiana;2;7246;-;-
Olubukola;Olubukola;1;10439;-;-
Oluchi;Oluchi;1;10439;-;-
Oluchukwu;Oluchukwu;1;10439;-;-
Ọlụebubechukwu;Ọlụebubechukwu;1;10439;1;1923
Olukemi;Olukemi;1;10439;-;-
Oluwademilade;Oluwademilade;1;10439;-;-
Oluwanifemi;Oluwanifemi;1;10439;-;-
Oluwaseun;Oluwaseun;1;10439;-;-
Oluwatobi;Oluwatobi;1;10439;-;-
Oluwatosin;Oluwatosin;1;10439;-;-
Olympia;Olympia;6;3964;-;-
Omaima;Omaima;4;4969;-;-
Omaisha;Omaisha;1;10439;1;1923
Omara;Omara;2;7246;-;-
Omay;Omay;1;10439;-;-
Omayma;Omayma;1;10439;-;-
Omaymah;Omaymah;1;10439;-;-
Omera;Omera;1;10439;-;-
Omina;Omina;2;7246;-;-
Omnah;Omnah;1;10439;-;-
Omnea;Omnea;1;10439;-;-
Omneya;Omneya;1;10439;-;-
Omnia;Omnia;7;3644;1;1923
Omoayeanna;Omoayeanna;1;10439;-;-
Omolbanin;Omolbanin;1;10439;-;-
Omoma;Omoma;1;10439;-;-
Omono;Omono;1;10439;-;-
Omonye;Omonye;1;10439;-;-
Omorawje;Omorawje;1;10439;-;-
Omorinola;Omorinola;1;10439;-;-
Omosede;Omosede;2;7246;-;-
Omosefe;Omosefe;1;10439;-;-
Omotola;Omotola;1;10439;-;-
Omowunmi;Omowunmi;1;10439;-;-
Omoyemwen;Omoyemwen;1;10439;-;-
Omoyeni;Omoyeni;1;10439;1;1923
Ömröm;Ömröm;1;10439;-;-
Ömrüm-Azra;Ömrüm-Azra;1;10439;-;-
Ömur;Ömur;1;10439;-;-
Ömür;Ömür;2;7246;-;-
Ona;Ona;6;3964;1;1923
Onawa;Onawa;1;10439;-;-
Onaya;Onaya;1;10439;1;1923
Öncel;Öncel;1;10439;-;-
Ondine;Ondine;1;10439;1;1923
Onea;Onea;1;10439;-;-
Oneka;Oneka;1;10439;-;-
Onida;Onida;3;5829;1;1923
Onosetale;Onosetale;1;10439;-;-
Onosezele;Onosezele;1;10439;-;-
Ons;Ons;1;10439;1;1923
Onyinye;Onyinye;2;7246;-;-
Onyinyechi;Onyinyechi;3;5829;1;1923
Oona;Oona;16;2267;3;1029
Oona-Allegra;Oona-Allegra;1;10439;-;-
Oonagh;Oonagh;1;10439;-;-
Ooreoluwa;Ooreoluwa;1;10439;-;-
Ophelia;Ophelia;40;1321;7;599
Ophélie;Ophélie;2;7246;-;-
Opjeet;Opjeet;1;10439;-;-
Ora;Ora;1;10439;-;-
Oranda;Oranda;1;10439;-;-
Orchidea;Orchidea;1;10439;-;-
Orela;Orela;1;10439;-;-
Orelie;Orelie;2;7246;-;-
Orella;Orella;1;10439;-;-
Orellie;Orellie;1;10439;-;-
Oreoluwa;Oreoluwa;1;10439;-;-
Oreta;Oreta;1;10439;-;-
Orgesa;Orgesa;7;3644;-;-
Orgeta;Orgeta;1;10439;-;-
Orhidea;Orhidea;1;10439;-;-
Orian;Orian;1;10439;-;-
Oriana;Oriana;6;3964;1;1923
Oriane;Oriane;2;7246;-;-
Orianna;Orianna;2;7246;-;-
Orinda;Orinda;1;10439;-;-
Orissa;Orissa;1;10439;-;-
Orit;Orit;1;10439;-;-
Orivan;Orivan;1;10439;-;-
Oriya;Oriya;1;10439;-;-
Orkedia;Orkedia;1;10439;-;-
Orkide;Orkide;2;7246;-;-
Orkidea;Orkidea;2;7246;-;-
Orkideh;Orkideh;1;10439;-;-
Orla;Orla;1;10439;-;-
Órla;Orla;1;10439;1;1923
Orlah;Orlah;1;10439;-;-
Orlanda;Orlanda;1;10439;-;-
Orlane;Orlane;1;10439;-;-
Orlenda;Orlenda;1;10439;-;-
Orli;Orli;2;7246;-;-
Ornela;Ornela;14;2464;1;1923
Ornella;Ornella;51;1141;2;1339
Ornesa;Ornesa;2;7246;-;-
Ornida;Ornida;1;10439;-;-
Ornina;Ornina;2;7246;-;-
Orr;Orr;1;10439;-;-
Orsolya;Ursula;3;5829;-;-
Ortal;Ortal;1;10439;-;-
Or-Tal;Or-Tal;1;10439;-;-
Ortis;Ortis;1;10439;-;-
Ortrun;Ortrun;6;3964;-;-
Orzala;Orzala;1;10439;-;-
Osaherumwen;Osaherumwen;2;7246;-;-
Osaivbie;Osaivbie;1;10439;-;-
Osaivbie-Angel;Osaivbie-Angel;1;10439;-;-
Osalenonme;Osalenonme;1;10439;-;-
Osama;Osama;1;10439;-;-
Osamamwen;Osamamwen;2;7246;1;1923
Osamede;Osamede;1;10439;1;1923
Osamuyimen;Osamuyimen;1;10439;-;-
Osanoherumwun;Osanoherumwun;1;10439;-;-
Osaremen;Osaremen;1;10439;-;-
Osarenhen;Osarenhen;1;10439;-;-
Osariemen;Osariemen;3;5829;-;-
Osarosemwen;Osarosemwen;1;10439;-;-
Osaruese;Osaruese;1;10439;-;-
Osarugue;Osarugue;5;4385;1;1923
Osarugwu;Osarugwu;1;10439;-;-
Osarumwense;Osarumwense;3;5829;-;-
Osaruonamen;Osaruonamen;1;10439;-;-
Osaruwmense;Osaruwmense;1;10439;-;-
Osasenaga;Osasenaga;1;10439;-;-
Osasere;Osasere;1;10439;1;1923
Osasienmen;Osasienmen;1;10439;-;-
Osasu;Osasu;1;10439;-;-
Osatohanmwen;Osatohanmwen;1;10439;-;-
Osayamen;Osayamen;1;10439;-;-
Osayemwere;Osayemwere;1;10439;-;-
Osayi;Osayi;1;10439;-;-
Oseiwe;Oseiwe;1;10439;-;-
Oselia;Oselia;1;10439;-;-
Osenat;Osenat;1;10439;-;-
Oseremen;Oseremen;1;10439;-;-
Osezele;Osezele;1;10439;-;-
Osinachi;Osinachi;2;7246;-;-
Osna;Osna;1;10439;1;1923
Osnat;Osnat;1;10439;-;-
Ostara;Ostara;1;10439;-;-
Otilia;Otilia;2;7246;1;1923
Otoibhili;Otoibhili;3;5829;-;-
Ottavia;Ottavia;3;5829;-;-
Ottilia;Ottilia;3;5829;-;-
Ottilie;Ottilie;6;3964;-;-
Otylia;Otylia;1;10439;-;-
Ouali;Ouali;1;10439;-;-
Ouisal;Ouisal;1;10439;-;-
Oumaima;Oumaima;1;10439;-;-
Ouriella;Ouriella;1;10439;-;-
Övgü;Övgü;1;10439;-;-
Ovoita;Ovoita;1;10439;1;1923
Oxana;Oxana;1;10439;-;-
Oya;Oya;3;5829;-;-
Oyinade;Oyinade;1;10439;-;-
Oyindamala;Oyindamala;1;10439;-;-
Oyindamola;Oyindamola;2;7246;-;-
Öyku;Öyku;1;10439;1;1923
Öykü;Öykü;56;1082;13;383
Öyküler;Öyküler;1;10439;-;-
Oylum;Oylum;1;10439;-;-
Oyun;Oyun;1;10439;-;-
Oyun-Nomin;Oyun-Nomin;1;10439;-;-
Oyunomin;Oyunomin;1;10439;-;-
Oyunsuvd;Oyunsuvd;1;10439;1;1923
Ozana-Rebecca;Ozana-Rebecca;1;10439;-;-
Özcan;Özcan;1;10439;-;-
Özce;Özce;1;10439;-;-
Özde;Özde;2;7246;-;-
Özden;Özden;3;5829;-;-
Özen;Özen;2;7246;-;-
Özge;Özge;92;809;-;-
Özge-Kevser;Özge-Kevser;1;10439;-;-
Özgem;Özgem;1;10439;-;-
Özgenur;Özgenur;3;5829;-;-
Özge-Nur;Özge-Nur;1;10439;-;-
Özge-Sedef;Özge-Sedef;1;10439;-;-
Özgü;Özgü;4;4969;-;-
Özgül;Özgül;4;4969;-;-
Özlem;Özlem;71;932;1;1923
Öznil;Öznil;1;10439;-;-
Öznur;Öznur;24;1791;-;-
Ozouah;Ozouah;1;10439;-;-
Ozra;Ozra;1;10439;-;-
Özüm;Özüm;1;10439;-;-
Özün;Özün;2;7246;-;-
Pada;Pada;1;10439;-;-
Padme;Padme;2;7246;-;-
Padmini;Padmini;1;10439;-;-
Pai;Pai;1;10439;-;-
Paige;Paige;8;3378;-;-
Paikea;Paikea;1;10439;-;-
Pailin;Pailin;1;10439;1;1923
Paiman;Paiman;1;10439;-;-
Pairin;Pairin;1;10439;-;-
Pajtesa;Pajtesa;1;10439;-;-
Pakiza;Pakiza;1;10439;-;-
Pakize;Pakize;6;3964;-;-
Palak;Palak;4;4969;-;-
Palenteen;Palenteen;1;10439;-;-
Palestine;Palestine;1;10439;1;1923
Palina;Palina;21;1920;2;1339
Palma;Palma;3;5829;-;-
Palmira;Palmira;2;7246;-;-
Paloma;Paloma;45;1244;1;1923
Paloma-Chiara;Paloma-Chiara;1;10439;-;-
Paloma-Nicol;Paloma-Nicol;1;10439;-;-
Palomi;Palomi;1;10439;-;-
Palvi;Palvi;1;10439;-;-
Palwasha;Palwasha;1;10439;-;-
Pamela;Pamela;465;305;2;1339
Pamela-Denise;Pamela-Denise;1;10439;-;-
Pamela-Martina;Pamela-Martina;1;10439;-;-
Pamina;Pamina;126;674;3;1029
Pamina-Antonia;Pamina-Antonia;1;10439;-;-
Pamina-Bianca;Pamina-Bianca;1;10439;-;-
Pamina-Maria;Pamina-Maria;1;10439;-;-
Pamina-Zoe;Pamina-Zoe;1;10439;-;-
Pamira;Pamira;1;10439;-;-
Pamona;Pamona;1;10439;-;-
Pamuk;Pamuk;1;10439;-;-
Panagiota;Panagiota;1;10439;-;-
Pandora;Pandora;12;2676;-;-
Pandorina;Pandorina;1;10439;-;-
Panis;Panis;1;10439;-;-
Panisa;Panisa;1;10439;-;-
Paniz;Paniz;1;10439;-;-
Panja;Panja;3;5829;-;-
Panka;Panka;7;3644;3;1029
Pankita;Pankita;1;10439;-;-
Panna;Panna;15;2352;4;885
Panni;Panni;5;4385;3;1029
Pantea;Pantea;1;10439;-;-
Panteha;Panteha;1;10439;-;-
Pantelitsa-Nathalia;Pantelitsa-Nathalia;1;10439;-;-
Panthea;Panthea;3;5829;-;-
Pao;Pao;2;7246;-;-
Paola;Paula;68;955;2;1339
Paola-Désirée;Paola-Désirée;1;10439;-;-
Paola-Maria;Paola-Maria;1;10439;-;-
Paoletta;Paoletta;1;10439;-;-
Paolina;Paolina;12;2676;-;-
Paolla;Paolla;1;10439;-;-
Papatya;Papatya;1;10439;-;-
Parabhpreet;Parabhpreet;1;10439;-;-
Paradise;Paradise;1;10439;-;-
Parascheva;Parascheva;1;10439;-;-
Parashkeva;Parashkeva;1;10439;-;-
Paraskevi;Paraskevi;1;10439;-;-
Parastish;Parastish;1;10439;-;-
Parastu;Parastu;2;7246;-;-
Pardis;Pardis;3;5829;-;-
Pare;Pare;2;7246;-;-
Parhanna;Parhanna;1;10439;-;-
Pari;Peri;4;4969;-;-
Paria;Paria;3;5829;-;-
Pariana;Pariana;1;10439;-;-
Parijan;Parijan;1;10439;-;-
Parima;Parima;1;10439;-;-
Parin;Parin;1;10439;-;-
Paris;Paris;6;3964;1;1923
Parisa;Parisa;9;3164;3;1029
Parisia;Parisia;1;10439;-;-
Pari-Sophie;Pari-Sophie;1;10439;-;-
Parissa;Parissa;3;5829;-;-
Pariwash;Pariwash;1;10439;-;-
Pariya;Pariya;2;7246;-;-
Parizoda;Parizoda;1;10439;-;-
Parmida;Parmida;4;4969;-;-
Parmina;Parmina;1;10439;-;-
Parmis;Parmis;13;2568;-;-
Parmiss;Parmiss;1;10439;-;-
Parneet;Parneet;3;5829;1;1923
Parnia;Parnia;3;5829;-;-
Parnian;Parnian;1;10439;-;-
Parnit;Parnit;1;10439;-;-
Parnyan;Parnyan;1;10439;-;-
Parthenia;Parthenia;3;5829;-;-
Parua;Parua;1;10439;-;-
Paruana;Paruana;1;10439;-;-
Parva;Parva;1;10439;-;-
Parvana;Parvana;1;10439;-;-
Parvati;Parvati;3;5829;-;-
Parvi;Parvi;1;10439;-;-
Parvina;Parvina;1;10439;-;-
Parwa;Parwa;1;10439;-;-
Parwana;Parwana;2;7246;-;-
Parya;Parya;2;7246;-;-
Pascale;Pascale;54;1107;-;-
Pascale-Elena;Pascale-Elena;1;10439;-;-
Pascale-Fabienne;Pascale-Fabienne;1;10439;-;-
Pascale-Solange;Pascale-Solange;1;10439;-;-
Pascale-Theres;Pascale-Theres;1;10439;-;-
Pascalina;Pascalina;3;5829;-;-
Pascalle;Pascale;5;4385;-;-
Pasinee;Pasinee;1;10439;-;-
Pasqualina;Pasqualina;3;5829;-;-
Pasqualine;Pasqualine;1;10439;-;-
Patchanit;Patchanit;1;10439;-;-
Patience;Patience;5;4385;-;-
Patimat;Patimat;1;10439;-;-
Patrica;Patrica;4;4969;-;-
Patriccia;Patricia;1;10439;-;-
Patrice;Patrice;6;3964;-;-
Patricea;Patricea;1;10439;-;-
Patricia;Patricia;3842;84;15;351
Patrícia;Patricia;3;5829;-;-
Patricia-Angela;Patricia-Angela;1;10439;-;-
Patricia-Carina;Patricia-Carina;1;10439;-;-
Patricia-Chiara;Patricia-Chiara;2;7246;-;-
Patricia-Christina;Patricia-Christina;1;10439;-;-
Patricia-Cristina;Patricia-Cristina;1;10439;-;-
Patricia-Dorit;Patricia-Dorit;1;10439;-;-
Patricia-Elisabeth;Patricia-Elisabeth;1;10439;-;-
Patricia-Flurina;Patricia-Flurina;1;10439;-;-
Patricia-Gracia;Patricia-Gracia;1;10439;-;-
Patricia-Jacqueline;Patricia-Jacqueline;1;10439;-;-
Patricia-Katharina;Patricia-Katharina;1;10439;-;-
Patricia-Maria;Patricia-Maria;3;5829;-;-
Patricia-Mercedes;Patricia-Mercedes;1;10439;-;-
Patricia-Michelle;Patricia-Michelle;1;10439;-;-
Patricia-Mirabela;Patricia-Mirabela;1;10439;-;-
Patricia-Nathalie;Patricia-Nathalie;1;10439;-;-
Patricia-Nicole;Patricia-Nicole;2;7246;-;-
Patricia-Pamela;Patricia-Pamela;1;10439;-;-
Patricia-Pervin;Patricia-Pervin;1;10439;-;-
Patricia-Pia;Patricia-Pia;1;10439;-;-
Patricia-Sofia;Patricia-Sofia;1;10439;-;-
Patricia-Sonja;Patricia-Sonja;1;10439;-;-
Patricia-Sophia;Patricia-Sophia;1;10439;-;-
Patricia-Stefanie;Patricia-Stephanie;1;10439;-;-
Patricia-Stephanie;Patricia-Stephanie;2;7246;-;-
Patricia-Tiffany;Patricia-Tiffany;1;10439;-;-
Patricia-Veronika;Patricia-Veronika;1;10439;-;-
Patricie;Patricie;1;10439;1;1923
Patricija;Patricija;6;3964;-;-
Patrisia;Patrisia;5;4385;-;-
Patrisia-Joana;Patrisia-Joana;1;10439;-;-
Patrissa;Patrissa;2;7246;1;1923
Patrizia;Patricia;733;237;7;599
Patrizia-Brigitte;Patrizia-Brigitte;1;10439;-;-
Patrizia-Elisabeth;Patrizia-Elisabeth;1;10439;-;-
Patrizia-Lisa;Patrizia-Lisa;1;10439;-;-
Patrizia-Maria;Patrizia-Maria;1;10439;-;-
Patrycia;Patricia;2;7246;-;-
Patrycja;Patricia;13;2568;2;1339
Pau;Pau;1;10439;-;-
Paula;Paula;3022;107;190;48
Paula-Gabriela;Paula-Gabriela;1;10439;-;-
Paula-Laetitia;Paula-Laetitia;1;10439;-;-
Paula-Maria;Paula-Maria;4;4969;-;-
Paula-Marie;Paula-Marie;4;4969;-;-
Paula-Patricia;Paula-Patricia;1;10439;1;1923
Paula-Sabrina;Paula-Sabrina;1;10439;-;-
Paula-Sophie;Paula-Sophie;4;4969;-;-
Paula-Theres;Paula-Theres;1;10439;-;-
Paula-Theresia;Paula-Theresia;1;10439;-;-
Paula-Vera;Paula-Vera;1;10439;-;-
Pauleen;Pauleen;1;10439;-;-
Paulien;Paulien;1;10439;1;1923
Pauliina-Rosalie;Pauliina-Rosalie;1;10439;-;-
Paulin;Paulina;19;2046;-;-
Paulina;Paulina;1433;163;157;55
Paulína;Paulina;4;4969;-;-
Paulina-Helena;Paulina-Helena;1;10439;-;-
Paulina-Luisa;Paulina-Luisa;1;10439;-;-
Paulina-Marie;Paulina-Marie;2;7246;1;1923
Paulina-Solveig;Paulina-Solveig;1;10439;-;-
Paulina-Sophie;Paulina-Sophie;1;10439;-;-
Paulina-Therese;Paulina-Therese;1;10439;1;1923
Pauline;Paulina;739;236;53;126
Pauline-Ernestine;Pauline-Ernestine;1;10439;-;-
Pauline-Louise;Pauline-Louise;1;10439;-;-
Pauline-Martina;Pauline-Martina;1;10439;-;-
Pauline-Terese;Pauline-Terese;1;10439;-;-
Pauline-Theresa;Pauline-Theresa;1;10439;-;-
Paulynn;Paulina;2;7246;-;-
Pava;Pava;1;10439;1;1923
Pavella;Pavella;1;10439;-;-
Pavitra;Pavitra;1;10439;-;-
Pavla;Pavla;1;10439;-;-
Pavlin;Pavlin;1;10439;-;-
Paya;Paya;1;10439;-;-
Payal;Payal;3;5829;-;-
Payam;Payam;1;10439;-;-
Paye;Paye;1;10439;-;-
Payton;Payton;3;5829;-;-
Pea;Pea;4;4969;-;-
Peace;Peace;10;2981;-;-
Peaches;Peaches;2;7246;-;-
Peal;Peal;1;10439;-;-
Pearl;Pearl;11;2831;1;1923
Pearl-Chrystl;Pearl-Chrystl;1;10439;-;-
Pearly;Pearly;1;10439;-;-
Peculiar;Peculiar;2;7246;-;-
Pegah;Pegah;3;5829;1;1923
Peggy;Peggy;1;10439;-;-
Pei;Pei;1;10439;-;-
Peijin;Peijin;1;10439;-;-
Peiyao;Peiyao;1;10439;-;-
Pejana;Pejana;1;10439;-;-
Pela;Pela;5;4385;1;1923
Pelagea;Pelagea;1;10439;-;-
Pelageja;Pelageja;1;10439;-;-
Pelagia;Pelagia;2;7246;-;-
Pelagija;Pelagija;1;10439;-;-
Pelangi;Pelangi;1;10439;-;-
Pelda;Pelda;2;7246;-;-
Peldon;Peldon;1;10439;1;1923
Peleiah;Peleiah;1;10439;-;-
Pelge;Pelge;1;10439;-;-
Pelin;Pelin;134;646;7;599
Peline;Peline;1;10439;-;-
Pelinsu;Pelinsu;1;10439;-;-
Peljîn;Peljîn;1;10439;-;-
Pella;Pella;5;4385;-;-
Pelsîn;Pelsîn;1;10439;-;-
Pelvin;Pelvin;1;10439;-;-
Pema;Pema;2;7246;-;-
Pembe;Pembe;2;7246;-;-
Pen;Pen;1;10439;-;-
Penbe;Penbe;1;10439;1;1923
Penda;Penda;1;10439;-;-
Penelope;Penelope;96;784;3;1029
Penélope;Penelope;9;3164;-;-
Penelope-Elena;Penelope-Elena;1;10439;-;-
Penelope-Ivy;Penelope-Ivy;1;10439;-;-
Penelope-Josephine;Penelope-Josephine;1;10439;-;-
Pénéré;Pénéré;1;10439;-;-
Peniel;Peniel;1;10439;-;-
Penina;Peninna;2;7246;-;-
Peninna;Peninna;5;4385;-;-
Penka;Penka;2;7246;1;1923
Penny;Penny;3;5829;1;1923
Pennyna;Peninna;1;10439;-;-
Penthesilea;Penthesilea;1;10439;1;1923
Penúlope;Penelope;1;10439;-;-
Peone;Peone;1;10439;-;-
Peony;Peony;1;10439;1;1923
Pepa;Pepa;1;10439;-;-
Pepita;Pepita;3;5829;-;-
Peppina;Peppina;1;10439;-;-
Pera;Pera;3;5829;1;1923
Perculiar;Perculiar;1;10439;-;-
Perdita;Perdita;3;5829;-;-
Perenise;Perenise;1;10439;-;-
Peri;Peri;22;1870;4;885
Peria;Peria;1;10439;-;-
Perihan;Perihan;15;2352;-;-
Perijan;Perijan;1;10439;-;-
Perin;Perin;2;7246;-;-
Perine;Perrine;5;4385;-;-
Perinne;Perrine;2;7246;-;-
Perisu;Perisu;1;10439;-;-
Perita;Perita;1;10439;-;-
Peri-Theres;Peri-Theres;1;10439;-;-
Perizad;Perizad;1;10439;-;-
Perjin;Perjin;1;10439;-;-
Perl;Perl;3;5829;-;-
Perla;Perla;13;2568;1;1923
Perlinth-Sofia;Perlinth-Sofia;1;10439;-;-
Pernilla;Pernilla;10;2981;-;-
Pernilla-Bianca;Pernilla-Bianca;1;10439;-;-
Pernille;Pernilla;1;10439;-;-
Perpedua;Perpedua;1;10439;-;-
Perpetua;Perpetua;8;3378;-;-
Perrin;Perrine;3;5829;-;-
Perrine;Perrine;29;1609;2;1339
Perry;Perry;1;10439;-;-
Persa;Persa;1;10439;-;-
Persida;Persida;4;4969;-;-
Persis;Persis;2;7246;-;-
Pervin;Pervin;6;3964;-;-
Perwin;Perwin;1;10439;-;-
Peryav;Peryav;1;10439;-;-
Pescha;Pescha;1;10439;-;-
Peta;Peta;1;10439;-;-
Petek;Petek;4;4969;-;-
Petek-Neslihan;Petek-Neslihan;1;10439;-;-
Petimat;Petimat;8;3378;1;1923
Petra;Petra;4582;73;12;414
Petra-Aleksandra;Petra-Aleksandra;1;10439;-;-
Petra-Andrea;Petra-Andrea;1;10439;-;-
Petra-Antonia;Petra-Antonia;1;10439;-;-
Petra-Daniela;Petra-Daniela;1;10439;-;-
Petra-Ilse;Petra-Ilse;1;10439;-;-
Petra-Kathrin;Petra-Kathrin;1;10439;-;-
Petra-Maria;Petra-Maria;2;7246;-;-
Petra-Martina;Petra-Martina;1;10439;-;-
Petra-Maya;Petra-Maya;1;10439;1;1923
Petra-Michaela;Petra-Michaela;1;10439;-;-
Petrana;Petrana;1;10439;1;1923
Petra-Simone;Petra-Simone;2;7246;-;-
Petra-Sophie;Petra-Sophie;1;10439;-;-
Petra-Susanne;Petra-Susanne;1;10439;-;-
Petra-Tatjana;Petra-Tatjana;1;10439;-;-
Petrina;Petrina;3;5829;-;-
Petrissa;Petrissa;12;2676;-;-
Petrissa-Bianca;Petrissa-Bianca;1;10439;-;-
Petrizia;Petrizia;1;10439;-;-
Petronela-Maria;Petronela-Maria;1;10439;-;-
Petronella;Petronella;8;3378;-;-
Petroula;Petroula;1;10439;-;-
Petruța;Petruta;1;10439;-;-
Petruta;Petruta;2;7246;1;1923
Pettina;Pettina;1;10439;-;-
Petula;Petula;2;7246;-;-
Peyal;Peyal;1;10439;1;1923
Peyton;Peyton;1;10439;-;-
Phaedra;Phaedra;2;7246;-;-
Phaillin;Phaillin;1;10439;-;-
Phea;Phea;1;10439;1;1923
Phearany;Phearany;1;10439;-;-
Phebe;Phoebe;6;3964;-;-
Phedra;Phaedra;1;10439;-;-
Phelea;Phelea;1;10439;-;-
Phelia;Phelia;3;5829;-;-
Phelina;Phelina;1;10439;-;-
Pheline;Pheline;7;3644;-;-
Pheliné;Pheline;1;10439;-;-
Phéline;Pheline;1;10439;-;-
Pheobe;Pheobe;1;10439;-;-
Phia;Phia;2;7246;-;-
Phibi;Phibi;1;10439;-;-
Phibian;Phibian;1;10439;-;-
Phibie;Phibie;5;4385;-;-
Phibie-May;Phibie-May;1;10439;-;-
Phibie-Sophie;Phibie-Sophie;1;10439;-;-
Phiby;Phiby;1;10439;-;-
Phila;Phila;2;7246;-;-
Phila-Moana;Phila-Moana;1;10439;-;-
Philana;Philana;1;10439;-;-
Philena;Philena;2;7246;-;-
Philia;Philia;12;2676;-;-
Philien;Philien;1;10439;-;-
Philina;Philine;30;1575;3;1029
Philine;Philine;49;1172;4;885
Philipa;Philippa;13;2568;3;1029
Philipa-Marie;Philipa-Marie;1;10439;-;-
Philipina;Philippine;1;10439;-;-
Philippa;Philippa;257;430;33;184
Philippa-Tiffany;Philippa-Tiffany;1;10439;-;-
Philippina;Philippine;1;10439;-;-
Philippine;Philippine;5;4385;-;-
Philis;Philis;1;10439;-;-
Phillie;Phillie;1;10439;-;-
Phillies;Filiz;1;10439;-;-
Philline;Philine;1;10439;-;-
Phillipa;Philippa;1;10439;-;-
Phillippa;Philippa;2;7246;-;-
Phillis;Filiz;2;7246;-;-
Philomea;Philomea;1;10439;1;1923
Philomena;Philomena;214;488;18;298
Philomena-Sophie;Philomena-Sophie;1;10439;-;-
Philomene;Philomena;2;7246;-;-
Philomène;Philomena;1;10439;1;1923
Philomenza;Philomenza;1;10439;-;-
Philomina;Philomina;3;5829;-;-
Philothea;Philothea;1;10439;-;-
Philumena;Philomena;1;10439;-;-
Phine;Phine;1;10439;-;-
Phinea;Phinea;1;10439;1;1923
Phinia;Phinia;1;10439;-;-
Phliline;Phliline;1;10439;-;-
Phöbe;Phoebe;2;7246;-;-
Phoebe;Phoebe;97;779;4;885
Phoebe-Alexa;Phoebe-Alexa;1;10439;-;-
Phoebe-Collien;Phoebe-Collien;1;10439;-;-
Phoebe-Laureen;Phoebe-Laureen;1;10439;-;-
Phoebe-Marie;Phoebe-Marie;1;10439;-;-
Phoenix;Phoenix;3;5829;-;-
Phoibe;Phoebe;1;10439;-;-
Phuong;Phuong;3;5829;-;-
Phylis;Phylis;2;7246;-;-
Phylix;Phylix;1;10439;-;-
Phyllis;Filiz;15;2352;-;-
Pia;Pia;4326;79;122;66
Pía;Pia;1;10439;1;1923
Pia-Alena;Pia-Alena;2;7246;-;-
Pia-Alexandra;Pia-Alexandra;3;5829;-;-
Pia-Alice;Pia-Alice;1;10439;-;-
Pia-Amata;Pia-Amata;1;10439;-;-
Pia-Amelie;Pia-Amelie;1;10439;-;-
Pia-Andrea;Pia-Andrea;1;10439;-;-
Pia-Anna;Pia-Anna;2;7246;-;-
Pia-Bianca;Pia-Bianca;2;7246;-;-
Pia-Carina;Pia-Carina;3;5829;-;-
Pia-Carola;Pia-Carola;2;7246;-;-
Pia-Caroline;Pia-Caroline;1;10439;-;-
Pia-Catrin;Pia-Catrin;1;10439;-;-
Pia-Celine;Pia-Celine;2;7246;-;-
Pia-Celinú;Pia-Celinú;1;10439;-;-
Pia-Chiara;Pia-Chiara;1;10439;-;-
Pia-Christin;Pia-Christin;1;10439;-;-
Pia-Christina;Pia-Christina;3;5829;-;-
Pia-Colleen;Pia-Colleen;1;10439;-;-
Pia-Corinna;Pia-Corinna;1;10439;-;-
Pia-Cornelia;Pia-Cornelia;1;10439;-;-
Pia-Elisa;Pia-Elisa;1;10439;-;-
Pia-Emilie;Pia-Emilie;1;10439;-;-
Pia-Felicitas;Pia-Felicitas;1;10439;-;-
Pia-Franziska;Pia-Franziska;1;10439;-;-
Pia-Gloria;Pia-Gloria;1;10439;-;-
Pia-Isabella;Pia-Isabella;2;7246;-;-
Pia-Isadora;Pia-Isadora;1;10439;-;-
Pia-Jasmin;Pia-Jasmin;2;7246;-;-
Pia-Katharina;Pia-Katharina;10;2981;-;-
Pia-Kathrin;Pia-Kathrin;1;10439;-;-
Pia-Kristin;Pia-Kristin;1;10439;-;-
Pia-Kristina;Pia-Christina;1;10439;-;-
Pia-Laura;Pia-Laura;1;10439;-;-
